"","TAHUN","NAMA PROVINSI","NAMA KABUPATEN/KOTA","NAMA KECAMATAN","NAMA KELURAHAN","LUAS WILAYAH (KM2)","KEPADATAN (JIWA/KM2)","DEMOGRAFIK","JUMLAH","RENTANG UMUR","JENIS KELAMIN"
"1856",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU",2.53,18551,"50-54 Laki-Laki",1323,"50-54","Laki-Laki"
"1857",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS",3.93,17648,"50-54 Laki-Laki",1934,"50-54","Laki-Laki"
"1858",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR",4.5,15686,"50-54 Laki-Laki",1915,"50-54","Laki-Laki"
"1859",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN",3.37,14203,"50-54 Laki-Laki",1216,"50-54","Laki-Laki"
"1860",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN",2.19,19019,"50-54 Laki-Laki",1074,"50-54","Laki-Laki"
"1861",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN",2.09,19324,"50-54 Laki-Laki",1087,"50-54","Laki-Laki"
"1862",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG",3.08,8441,"50-54 Laki-Laki",696,"50-54","Laki-Laki"
"1863",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP",6.03,4396,"50-54 Laki-Laki",676,"50-54","Laki-Laki"
"1864",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON",3.66,6772,"50-54 Laki-Laki",713,"50-54","Laki-Laki"
"1865",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL",1.9,12734,"50-54 Laki-Laki",668,"50-54","Laki-Laki"
"1866",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU",3.25,6028,"50-54 Laki-Laki",512,"50-54","Laki-Laki"
"1867",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS",3.17,8400,"50-54 Laki-Laki",731,"50-54","Laki-Laki"
"1868",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA",3.72,18055,"50-54 Laki-Laki",1766,"50-54","Laki-Laki"
"1869",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER",3.63,5492,"50-54 Laki-Laki",493,"50-54","Laki-Laki"
"1870",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG",0.91,6779,"50-54 Perempuan",126,"50-54","Perempuan"
"1871",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA",3.76,1705,"50-54 Perempuan",29,"50-54","Perempuan"
"1872",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN",3.59,628,"50-54 Perempuan",161,"50-54","Perempuan"
"1873",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA",0.59,3625,"50-54 Perempuan",119,"50-54","Perempuan"
"1874",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG",1.57,3084,"50-54 Perempuan",40,"50-54","Perempuan"
"1875",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI",1.39,1968,"50-54 Perempuan",63,"50-54","Perempuan"
"1876",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR",2.58,1350,"50-54 Perempuan",97,"50-54","Perempuan"
"1877",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG",1.26,14584,"50-54 Perempuan",662,"50-54","Perempuan"
"1878",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA",1.12,18987,"50-54 Perempuan",679,"50-54","Perempuan"
"1879",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN",1.14,14465,"50-54 Perempuan",514,"50-54","Perempuan"
"1880",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA",0.78,15890,"50-54 Perempuan",426,"50-54","Perempuan"
"1881",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO",0.72,35628,"50-54 Perempuan",781,"50-54","Perempuan"
"1882",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU",1.89,8041,"50-54 Perempuan",522,"50-54","Perempuan"
"1883",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR",0.51,63122,"50-54 Perempuan",995,"50-54","Perempuan"
"1884",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI",0.55,49862,"50-54 Perempuan",905,"50-54","Perempuan"
"1885",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA",1.98,9933,"50-54 Perempuan",691,"50-54","Perempuan"
"1886",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN",1.29,26203,"50-54 Perempuan",1033,"50-54","Perempuan"
"1887",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN",0.55,44202,"50-54 Perempuan",787,"50-54","Perempuan"
"1888",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG",1.13,28014,"50-54 Perempuan",857,"50-54","Perempuan"
"1889",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA",0.91,29205,"50-54 Perempuan",743,"50-54","Perempuan"
"1890",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG",0.82,41837,"50-54 Perempuan",922,"50-54","Perempuan"
"1891",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN",0.53,43858,"50-54 Perempuan",726,"50-54","Perempuan"
"1892",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU",0.99,38088,"50-54 Perempuan",1021,"50-54","Perempuan"
"1893",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU",1.15,23271,"50-54 Perempuan",710,"50-54","Perempuan"
"1894",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG",1.05,31889,"50-54 Perempuan",920,"50-54","Perempuan"
"1895",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN",0.81,10158,"50-54 Perempuan",254,"50-54","Perempuan"
"1896",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI",0.91,11757,"50-54 Perempuan",360,"50-54","Perempuan"
"1897",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN",0.71,38400,"50-54 Perempuan",831,"50-54","Perempuan"
"1898",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT",0.71,47630,"50-54 Perempuan",957,"50-54","Perempuan"
"1899",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG",0.45,40724,"50-54 Perempuan",513,"50-54","Perempuan"
"1900",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR",0.64,34463,"50-54 Perempuan",667,"50-54","Perempuan"
"1901",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR",2.22,12326,"50-54 Perempuan",791,"50-54","Perempuan"
"1902",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT",1.22,32561,"50-54 Perempuan",1108,"50-54","Perempuan"
"1903",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI",1.25,19945,"50-54 Perempuan",746,"50-54","Perempuan"
"1904",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG",2.44,11968,"50-54 Perempuan",973,"50-54","Perempuan"
"1905",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN",0.98,27151,"50-54 Perempuan",843,"50-54","Perempuan"
"1906",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","CIKINI",0.82,11711,"50-54 Perempuan",315,"50-54","Perempuan"
"1907",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","GONDANGDIA",1.46,3194,"50-54 Perempuan",175,"50-54","Perempuan"
"1908",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","KEBON SIRIH",0.83,18577,"50-54 Perempuan",493,"50-54","Perempuan"
"1909",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","GELORA",2.59,1450,"50-54 Perempuan",113,"50-54","Perempuan"
"1910",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","BENDUNGAN HILIR",1.58,16018,"50-54 Perempuan",883,"50-54","Perempuan"
"1911",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KARET TENGSIN",1.53,13912,"50-54 Perempuan",573,"50-54","Perempuan"
"1912",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","PETAMBURAN",0.9,43262,"50-54 Perempuan",1148,"50-54","Perempuan"
"1913",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KEBON MELATI",1.26,30563,"50-54 Perempuan",1017,"50-54","Perempuan"
"1914",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KEBON KACANG",0.71,35545,"50-54 Perempuan",806,"50-54","Perempuan"
"1915",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KAMPUNG BALI",0.73,19941,"50-54 Perempuan",465,"50-54","Perempuan"
"1916",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","JOHAR BARU",1.19,35270,"50-54 Perempuan",1179,"50-54","Perempuan"
"1917",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","KAMPUNG RAWA",0.3,86123,"50-54 Perempuan",663,"50-54","Perempuan"
"1918",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","GALUR",0.27,79022,"50-54 Perempuan",621,"50-54","Perempuan"
"1919",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","TANAH TINGGI",0.62,71177,"50-54 Perempuan",1263,"50-54","Perempuan"
"1920",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PENJARINGAN",3.95,28071,"50-54 Perempuan",5758,"50-54","Perempuan"
"1921",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","KAMAL MUARA",10.53,1144,"50-54 Perempuan",533,"50-54","Perempuan"
"1922",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","KAPUK MUARA",10.56,3243,"50-54 Perempuan",1545,"50-54","Perempuan"
"1923",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PEJAGALAN",3.23,27856,"50-54 Perempuan",4333,"50-54","Perempuan"
"1924",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PLUIT",7.71,6344,"50-54 Perempuan",2169,"50-54","Perempuan"
"1925",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","TANJUNG PRIOK",5.59,7794,"50-54 Perempuan",2238,"50-54","Perempuan"
"1926",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNTER JAYA",4.68,14791,"50-54 Perempuan",3329,"50-54","Perempuan"
"1927",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","PAPANGGO",2.8,16353,"50-54 Perempuan",2270,"50-54","Perempuan"
"1928",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNGAI BAMBU",2.36,15221,"50-54 Perempuan",1694,"50-54","Perempuan"
"1929",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","KEBON BAWANG",1.73,35952,"50-54 Perempuan",3264,"50-54","Perempuan"
"1930",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNTER AGUNG",6.65,12234,"50-54 Perempuan",3982,"50-54","Perempuan"
"1931",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","WARAKAS",1.09,49384,"50-54 Perempuan",2738,"50-54","Perempuan"
"1932",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","KOJA",3.27,10838,"50-54 Perempuan",1744,"50-54","Perempuan"
"1933",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","TUGU UTARA",2.37,34123,"50-54 Perempuan",3892,"50-54","Perempuan"
"1934",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","LAGOA",1.58,44105,"50-54 Perempuan",3205,"50-54","Perempuan"
"1935",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","RAWA BADAK UTARA",1.33,31357,"50-54 Perempuan",2095,"50-54","Perempuan"
"1936",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","TUGU SELATAN",1.86,22869,"50-54 Perempuan",1992,"50-54","Perempuan"
"1937",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","RAWA BADAK SELATAN",1.33,35441,"50-54 Perempuan",2239,"50-54","Perempuan"
"1938",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","CILINCING",8.31,6326,"50-54 Perempuan",2464,"50-54","Perempuan"
"1939",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SUKAPURA",5.61,11602,"50-54 Perempuan",3595,"50-54","Perempuan"
"1940",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","MARUNDA",7.92,3105,"50-54 Perempuan",1024,"50-54","Perempuan"
"1941",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","KALI BARU",2.47,34278,"50-54 Perempuan",3847,"50-54","Perempuan"
"1942",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SEMPER TIMUR",3.17,12725,"50-54 Perempuan",1894,"50-54","Perempuan"
"1943",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","ROROTAN",10.64,3859,"50-54 Perempuan",1866,"50-54","Perempuan"
"1944",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SEMPER BARAT",4.44,18003,"50-54 Perempuan",3826,"50-54","Perempuan"
"1945",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR",2.61,16245,"50-54 Perempuan",2045,"50-54","Perempuan"
"1946",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT",3.53,24947,"50-54 Perempuan",4374,"50-54","Perempuan"
"1947",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","ANCOL",5.77,4981,"50-54 Perempuan",1442,"50-54","Perempuan"
"1948",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR",5.31,7089,"50-54 Perempuan",1657,"50-54","Perempuan"
"1949",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KELAPA GADING","PEGANGSAAN DUA",6.28,8216,"50-54 Perempuan",2281,"50-54","Perempuan"
"1950",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KELAPA GADING","KELAPA GADING BARAT",4.53,8515,"50-54 Perempuan",1788,"50-54","Perempuan"
"1951",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","CENGKARENG BARAT",4.26,16409,"50-54 Perempuan",3431,"50-54","Perempuan"
"1952",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","DURI KOSAMBI",5.03,15866,"50-54 Perempuan",3698,"50-54","Perempuan"
"1953",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","RAWA BUAYA",4.67,14886,"50-54 Perempuan",3496,"50-54","Perempuan"
"1954",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE",2.61,14438,"50-54 Perempuan",1956,"50-54","Perempuan"
"1955",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","KAPUK",7.18,20919,"50-54 Perempuan",7480,"50-54","Perempuan"
"1956",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","CENGKARENG TIMUR",4.18,20735,"50-54 Perempuan",4345,"50-54","Perempuan"
"1957",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","GROGOL",1.22,16960,"50-54 Perempuan",936,"50-54","Perempuan"
"1958",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN UTARA",1.11,18227,"50-54 Perempuan",1030,"50-54","Perempuan"
"1959",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","TOMANG",1.88,18103,"50-54 Perempuan",1583,"50-54","Perempuan"
"1960",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR",1.44,24624,"50-54 Perempuan",1706,"50-54","Perempuan"
"1961",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN",1.76,15915,"50-54 Perempuan",1413,"50-54","Perempuan"
"1962",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU",1.44,30778,"50-54 Perempuan",2188,"50-54","Perempuan"
"1963",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA",2.61,17092,"50-54 Perempuan",2242,"50-54","Perempuan"
"1964",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","TAMAN SARI",0.68,26441,"50-54 Perempuan",737,"50-54","Perempuan"
"1965",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","KRUKUT",0.55,42111,"50-54 Perempuan",1008,"50-54","Perempuan"
"1966",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","MAPHAR",0.59,34693,"50-54 Perempuan",875,"50-54","Perempuan"
"1967",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","TANGKI",0.37,43827,"50-54 Perempuan",718,"50-54","Perempuan"
"1968",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR",0.51,17882,"50-54 Perempuan",386,"50-54","Perempuan"
"1969",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN",0.32,65800,"50-54 Perempuan",1030,"50-54","Perempuan"
"1970",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","GLODOK",0.38,24153,"50-54 Perempuan",335,"50-54","Perempuan"
"1971",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","PINANGSIA",0.96,13791,"50-54 Perempuan",626,"50-54","Perempuan"
"1972",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","TAMBORA",0.28,45375,"50-54 Perempuan",598,"50-54","Perempuan"
"1973",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","KALI ANYAR",0.32,94166,"50-54 Perempuan",1549,"50-54","Perempuan"
"1974",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","DURI UTARA",0.4,60175,"50-54 Perempuan",1125,"50-54","Perempuan"
"1975",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","TANAH SEREAL",0.62,49860,"50-54 Perempuan",1344,"50-54","Perempuan"
"1976",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","KERENDANG",0.32,74109,"50-54 Perempuan",1210,"50-54","Perempuan"
"1977",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","JEMBATAN BESI",0.55,66447,"50-54 Perempuan",1966,"50-54","Perempuan"
"1978",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","ANGKE",0.8,43826,"50-54 Perempuan",1651,"50-54","Perempuan"
"1979",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","JEMBATAN LIMA",0.46,54543,"50-54 Perempuan",1211,"50-54","Perempuan"
"1980",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","PEKOJAN",0.78,35333,"50-54 Perempuan",1221,"50-54","Perempuan"
"1981",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","ROA MALAKA",0.53,8275,"50-54 Perempuan",179,"50-54","Perempuan"
"1982",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","DURI SELATAN",0.42,41460,"50-54 Perempuan",770,"50-54","Perempuan"
"1983",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KEBON JERUK",2.69,20957,"50-54 Perempuan",2739,"50-54","Perempuan"
"1984",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","SUKABUMI UTARA",1.6,26438,"50-54 Perempuan",2026,"50-54","Perempuan"
"1985",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","SUKABUMI SELATAN",1.57,26532,"50-54 Perempuan",2094,"50-54","Perempuan"
"1986",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KELAPA DUA",1.5,17297,"50-54 Perempuan",1256,"50-54","Perempuan"
"1987",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","DURI KEPA",3.86,17148,"50-54 Perempuan",3204,"50-54","Perempuan"
"1988",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KEDOYA UTARA",3.14,15976,"50-54 Perempuan",2372,"50-54","Perempuan"
"1989",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KEDOYA SELATAN",2.28,15519,"50-54 Perempuan",1696,"50-54","Perempuan"
"1990",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","KALIDERES",5.72,13726,"50-54 Perempuan",3733,"50-54","Perempuan"
"1991",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","SEMANAN",5.98,13037,"50-54 Perempuan",3925,"50-54","Perempuan"
"1992",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","TEGAL ALUR",4,23429,"50-54 Perempuan",4531,"50-54","Perempuan"
"1993",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","KAMAL",4.49,12257,"50-54 Perempuan",2585,"50-54","Perempuan"
"1994",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","PEGADUNGAN",8.89,8364,"50-54 Perempuan",3372,"50-54","Perempuan"
"1995",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","PALMERAH",2.11,33544,"50-54 Perempuan",3447,"50-54","Perempuan"
"1996",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","SLIPI",0.97,19980,"50-54 Perempuan",875,"50-54","Perempuan"
"1997",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","KOTA BAMBU UTARA",0.63,46608,"50-54 Perempuan",1361,"50-54","Perempuan"
"1998",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","JATI PULO",0.87,38834,"50-54 Perempuan",1531,"50-54","Perempuan"
"1999",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","KEMANGGISAN",2.33,16328,"50-54 Perempuan",1766,"50-54","Perempuan"
"2000",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","KOTA BAMBU SELATAN",0.61,41082,"50-54 Perempuan",1188,"50-54","Perempuan"
"2001",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA",3.65,15703,"50-54 Perempuan",2763,"50-54","Perempuan"
"2002",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA",4.76,9608,"50-54 Perempuan",2156,"50-54","Perempuan"
"2003",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN",2.85,11142,"50-54 Perempuan",1535,"50-54","Perempuan"
"2004",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","SRENGSENG",4.92,9446,"50-54 Perempuan",2270,"50-54","Perempuan"
"2005",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","JOGLO",4.86,8812,"50-54 Perempuan",1988,"50-54","Perempuan"
"2006",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","KEMBANGAN SELATAN",3.6,7866,"50-54 Perempuan",1306,"50-54","Perempuan"
"2007",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","TEBET TIMUR",1.39,14544,"50-54 Perempuan",728,"50-54","Perempuan"
"2008",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","TEBET BARAT",1.72,14080,"50-54 Perempuan",851,"50-54","Perempuan"
"2009",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","MENTENG DALAM",2.58,16355,"50-54 Perempuan",1205,"50-54","Perempuan"
"2010",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","KEBON BARU",1.3,31580,"50-54 Perempuan",1134,"50-54","Perempuan"
"2011",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","BUKIT DURI",1.08,38906,"50-54 Perempuan",1258,"50-54","Perempuan"
"2012",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN",0.51,52659,"50-54 Perempuan",757,"50-54","Perempuan"
"2013",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI",0.95,36246,"50-54 Perempuan",1039,"50-54","Perempuan"
"2014",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI",0.94,3852,"50-54 Perempuan",117,"50-54","Perempuan"
"2015",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI",0.9,3202,"50-54 Perempuan",94,"50-54","Perempuan"
